,areacode,sex,code,icd,by,type,rate,order,age
3467,510000,女性,107,C23-C24,胆囊及其他,mortality,0,7,0
3468,510000,女性,108,C25,胰腺,mortality,0,8,0
3469,510000,女性,109,"C10.1,C32",喉,mortality,0,9,0
3470,510000,女性,110,C33-C34,气管、支气管、肺,mortality,0,10,0
3471,510000,女性,111,C40-C41,骨,mortality,0,11,0
3472,510000,女性,112,C50,乳房,mortality,0,12,0
3473,510000,女性,113,C53,子宫颈,mortality,0,13,0
3474,510000,女性,114,C54,子宫体,mortality,0,14,0
3475,510000,女性,115,C56,卵巢,mortality,0,15,0
3476,510000,女性,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0,17,0
3477,510000,女性,118,C67,膀胱,mortality,0,18,0
3478,510000,女性,119,C70-C72,脑及中枢神经系统,mortality,0,19,0
3479,510000,女性,120,C73,甲状腺,mortality,0,20,0
3480,510000,女性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0,21,0
3481,510000,女性,122,C91-C95,白血病,mortality,0,22,0
3482,520000,合计,62,ALL,合计,mortality,2.61,0,0
3483,520000,合计,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,0
3484,520000,合计,102,C11,鼻咽,mortality,0,2,0
3485,520000,合计,103,C15,食管,mortality,0,3,0
3486,520000,合计,104,C16,胃,mortality,0,4,0
3487,520000,合计,105,C18-C21,结直肠肛门,mortality,0,5,0
3488,520000,合计,106,C22,肝脏,mortality,0,6,0
3489,520000,合计,107,C23-C24,胆囊及其他,mortality,0,7,0
3490,520000,合计,108,C25,胰腺,mortality,0,8,0
3491,520000,合计,109,"C10.1,C32",喉,mortality,0,9,0
3492,520000,合计,110,C33-C34,气管、支气管、肺,mortality,0,10,0
3493,520000,合计,111,C40-C41,骨,mortality,0,11,0
3494,520000,合计,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0,17,0
3495,520000,合计,118,C67,膀胱,mortality,0,18,0
3496,520000,合计,119,C70-C72,脑及中枢神经系统,mortality,0.74,19,0
3497,520000,合计,120,C73,甲状腺,mortality,0,20,0
3498,520000,合计,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0,21,0
3499,520000,合计,122,C91-C95,白血病,mortality,1.12,22,0
3500,520000,男性,62,ALL,合计,mortality,2.85,0,0
3501,520000,男性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,0
3502,520000,男性,102,C11,鼻咽,mortality,0,2,0
3503,520000,男性,103,C15,食管,mortality,0,3,0
3504,520000,男性,104,C16,胃,mortality,0,4,0
3505,520000,男性,105,C18-C21,结直肠肛门,mortality,0,5,0
3506,520000,男性,106,C22,肝脏,mortality,0,6,0
3507,520000,男性,107,C23-C24,胆囊及其他,mortality,0,7,0
3508,520000,男性,108,C25,胰腺,mortality,0,8,0
3509,520000,男性,109,"C10.1,C32",喉,mortality,0,9,0
3510,520000,男性,110,C33-C34,气管、支气管、肺,mortality,0,10,0
3511,520000,男性,111,C40-C41,骨,mortality,0,11,0
3512,520000,男性,116,C61,前列腺,mortality,0,16,0
3513,520000,男性,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0,17,0
3514,520000,男性,118,C67,膀胱,mortality,0,18,0
3515,520000,男性,119,C70-C72,脑及中枢神经系统,mortality,1.42,19,0
3516,520000,男性,120,C73,甲状腺,mortality,0,20,0
3517,520000,男性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0,21,0
3518,520000,男性,122,C91-C95,白血病,mortality,0.71,22,0
3519,520000,女性,62,ALL,合计,mortality,2.34,0,0
3520,520000,女性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,0
3521,520000,女性,102,C11,鼻咽,mortality,0,2,0
3522,520000,女性,103,C15,食管,mortality,0,3,0
3523,520000,女性,104,C16,胃,mortality,0,4,0
3524,520000,女性,105,C18-C21,结直肠肛门,mortality,0,5,0
3525,520000,女性,106,C22,肝脏,mortality,0,6,0
3526,520000,女性,107,C23-C24,胆囊及其他,mortality,0,7,0
3527,520000,女性,108,C25,胰腺,mortality,0,8,0
3528,520000,女性,109,"C10.1,C32",喉,mortality,0,9,0
3529,520000,女性,110,C33-C34,气管、支气管、肺,mortality,0,10,0
3530,520000,女性,111,C40-C41,骨,mortality,0,11,0
3531,520000,女性,112,C50,乳房,mortality,0,12,0
3532,520000,女性,113,C53,子宫颈,mortality,0,13,0
3533,520000,女性,114,C54,子宫体,mortality,0,14,0
3534,520000,女性,115,C56,卵巢,mortality,0,15,0
3535,520000,女性,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0,17,0
3536,520000,女性,118,C67,膀胱,mortality,0,18,0
3537,520000,女性,119,C70-C72,脑及中枢神经系统,mortality,0,19,0
3538,520000,女性,120,C73,甲状腺,mortality,0,20,0
3539,520000,女性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0,21,0
3540,520000,女性,122,C91-C95,白血病,mortality,1.56,22,0
3541,500000,合计,62,ALL,合计,mortality,2.41,0,1
3542,500000,合计,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,1
3543,500000,合计,102,C11,鼻咽,mortality,0,2,1
3544,500000,合计,103,C15,食管,mortality,0,3,1
3545,500000,合计,104,C16,胃,mortality,0,4,1
3546,500000,合计,105,C18-C21,结直肠肛门,mortality,0,5,1
3547,500000,合计,106,C22,肝脏,mortality,0,6,1
3548,500000,合计,107,C23-C24,胆囊及其他,mortality,0,7,1
3549,500000,合计,108,C25,胰腺,mortality,0,8,1
3550,500000,合计,109,"C10.1,C32",喉,mortality,0,9,1
3551,500000,合计,110,C33-C34,气管、支气管、肺,mortality,0,10,1
3552,500000,合计,111,C40-C41,骨,mortality,0,11,1
3553,500000,合计,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0.11,17,1
3554,500000,合计,118,C67,膀胱,mortality,0,18,1
3555,500000,合计,119,C70-C72,脑及中枢神经系统,mortality,0.8,19,1
3556,500000,合计,120,C73,甲状腺,mortality,0,20,1
3557,500000,合计,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0.06,21,1
3558,500000,合计,122,C91-C95,白血病,mortality,0.74,22,1
3559,500000,男性,62,ALL,合计,mortality,2.38,0,1
3560,500000,男性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,1
3561,500000,男性,102,C11,鼻咽,mortality,0,2,1
3562,500000,男性,103,C15,食管,mortality,0,3,1
3563,500000,男性,104,C16,胃,mortality,0,4,1
3564,500000,男性,105,C18-C21,结直肠肛门,mortality,0,5,1
3565,500000,男性,106,C22,肝脏,mortality,0,6,1
3566,500000,男性,107,C23-C24,胆囊及其他,mortality,0,7,1
3567,500000,男性,108,C25,胰腺,mortality,0,8,1
3568,500000,男性,109,"C10.1,C32",喉,mortality,0,9,1
3569,500000,男性,110,C33-C34,气管、支气管、肺,mortality,0,10,1
3570,500000,男性,111,C40-C41,骨,mortality,0,11,1
3571,500000,男性,116,C61,前列腺,mortality,0,16,1
3572,500000,男性,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0.11,17,1
3573,500000,男性,118,C67,膀胱,mortality,0,18,1
3574,500000,男性,119,C70-C72,脑及中枢神经系统,mortality,0.65,19,1
3575,500000,男性,120,C73,甲状腺,mortality,0,20,1
3576,500000,男性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0,21,1
3577,500000,男性,122,C91-C95,白血病,mortality,0.87,22,1
3578,500000,女性,62,ALL,合计,mortality,2.43,0,1
3579,500000,女性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,1
3580,500000,女性,102,C11,鼻咽,mortality,0,2,1
3581,500000,女性,103,C15,食管,mortality,0,3,1
3582,500000,女性,104,C16,胃,mortality,0,4,1
3583,500000,女性,105,C18-C21,结直肠肛门,mortality,0,5,1
3584,500000,女性,106,C22,肝脏,mortality,0,6,1
3585,500000,女性,107,C23-C24,胆囊及其他,mortality,0,7,1
3586,500000,女性,108,C25,胰腺,mortality,0,8,1
3587,500000,女性,109,"C10.1,C32",喉,mortality,0,9,1
3588,500000,女性,110,C33-C34,气管、支气管、肺,mortality,0,10,1
3589,500000,女性,111,C40-C41,骨,mortality,0,11,1
3590,500000,女性,112,C50,乳房,mortality,0,12,1
3591,500000,女性,113,C53,子宫颈,mortality,0,13,1
3592,500000,女性,114,C54,子宫体,mortality,0,14,1
3593,500000,女性,115,C56,卵巢,mortality,0,15,1
3594,500000,女性,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0.12,17,1
3595,500000,女性,118,C67,膀胱,mortality,0,18,1
3596,500000,女性,119,C70-C72,脑及中枢神经系统,mortality,0.97,19,1
3597,500000,女性,120,C73,甲状腺,mortality,0,20,1
3598,500000,女性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0.12,21,1
3599,500000,女性,122,C91-C95,白血病,mortality,0.61,22,1
3600,510000,合计,62,ALL,合计,mortality,1.62,0,1
3601,510000,合计,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,1
3602,510000,合计,102,C11,鼻咽,mortality,0,2,1
3603,510000,合计,103,C15,食管,mortality,0,3,1
3604,510000,合计,104,C16,胃,mortality,0,4,1
3605,510000,合计,105,C18-C21,结直肠肛门,mortality,0,5,1
3606,510000,合计,106,C22,肝脏,mortality,0,6,1
3607,510000,合计,107,C23-C24,胆囊及其他,mortality,0,7,1
3608,510000,合计,108,C25,胰腺,mortality,0,8,1
3609,510000,合计,109,"C10.1,C32",喉,mortality,0,9,1
3610,510000,合计,110,C33-C34,气管、支气管、肺,mortality,0,10,1
3611,510000,合计,111,C40-C41,骨,mortality,0,11,1
3612,510000,合计,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0,17,1
3613,510000,合计,118,C67,膀胱,mortality,0,18,1
3614,510000,合计,119,C70-C72,脑及中枢神经系统,mortality,0.46,19,1
3615,510000,合计,120,C73,甲状腺,mortality,0,20,1
3616,510000,合计,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0.23,21,1
3617,510000,合计,122,C91-C95,白血病,mortality,0.46,22,1
3618,510000,男性,62,ALL,合计,mortality,1.36,0,1
3619,510000,男性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,1
3620,510000,男性,102,C11,鼻咽,mortality,0,2,1
3621,510000,男性,103,C15,食管,mortality,0,3,1
3622,510000,男性,104,C16,胃,mortality,0,4,1
3623,510000,男性,105,C18-C21,结直肠肛门,mortality,0,5,1
3624,510000,男性,106,C22,肝脏,mortality,0,6,1
3625,510000,男性,107,C23-C24,胆囊及其他,mortality,0,7,1
3626,510000,男性,108,C25,胰腺,mortality,0,8,1
3627,510000,男性,109,"C10.1,C32",喉,mortality,0,9,1
3628,510000,男性,110,C33-C34,气管、支气管、肺,mortality,0,10,1
3629,510000,男性,111,C40-C41,骨,mortality,0,11,1
3630,510000,男性,116,C61,前列腺,mortality,0,16,1
3631,510000,男性,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0,17,1
3632,510000,男性,118,C67,膀胱,mortality,0,18,1
3633,510000,男性,119,C70-C72,脑及中枢神经系统,mortality,0,19,1
3634,510000,男性,120,C73,甲状腺,mortality,0,20,1
3635,510000,男性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0,21,1
3636,510000,男性,122,C91-C95,白血病,mortality,0.45,22,1
3637,510000,女性,62,ALL,合计,mortality,1.9,0,1
3638,510000,女性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,1
3639,510000,女性,102,C11,鼻咽,mortality,0,2,1
3640,510000,女性,103,C15,食管,mortality,0,3,1
3641,510000,女性,104,C16,胃,mortality,0,4,1
3642,510000,女性,105,C18-C21,结直肠肛门,mortality,0,5,1
3643,510000,女性,106,C22,肝脏,mortality,0,6,1
3644,510000,女性,107,C23-C24,胆囊及其他,mortality,0,7,1
3645,510000,女性,108,C25,胰腺,mortality,0,8,1
3646,510000,女性,109,"C10.1,C32",喉,mortality,0,9,1
3647,510000,女性,110,C33-C34,气管、支气管、肺,mortality,0,10,1
3648,510000,女性,111,C40-C41,骨,mortality,0,11,1
3649,510000,女性,112,C50,乳房,mortality,0,12,1
3650,510000,女性,113,C53,子宫颈,mortality,0,13,1
3651,510000,女性,114,C54,子宫体,mortality,0,14,1
3652,510000,女性,115,C56,卵巢,mortality,0,15,1
3653,510000,女性,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0,17,1
3654,510000,女性,118,C67,膀胱,mortality,0,18,1
3655,510000,女性,119,C70-C72,脑及中枢神经系统,mortality,0.95,19,1
3656,510000,女性,120,C73,甲状腺,mortality,0,20,1
3657,510000,女性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0.47,21,1
3658,510000,女性,122,C91-C95,白血病,mortality,0.47,22,1
3659,520000,合计,62,ALL,合计,mortality,2.66,0,1
3660,520000,合计,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,1
3661,520000,合计,102,C11,鼻咽,mortality,0,2,1
3662,520000,合计,103,C15,食管,mortality,0,3,1
3663,520000,合计,104,C16,胃,mortality,0,4,1
3664,520000,合计,105,C18-C21,结直肠肛门,mortality,0,5,1
3665,520000,合计,106,C22,肝脏,mortality,0,6,1
3666,520000,合计,107,C23-C24,胆囊及其他,mortality,0,7,1
3667,520000,合计,108,C25,胰腺,mortality,0,8,1
3668,520000,合计,109,"C10.1,C32",喉,mortality,0,9,1
3669,520000,合计,110,C33-C34,气管、支气管、肺,mortality,0,10,1
3670,520000,合计,111,C40-C41,骨,mortality,0,11,1
3671,520000,合计,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0.15,17,1
3672,520000,合计,118,C67,膀胱,mortality,0,18,1
3673,520000,合计,119,C70-C72,脑及中枢神经系统,mortality,0.91,19,1
3674,520000,合计,120,C73,甲状腺,mortality,0,20,1
3675,520000,合计,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0,21,1
3676,520000,合计,122,C91-C95,白血病,mortality,0.84,22,1
3677,520000,男性,62,ALL,合计,mortality,2.7,0,1
3678,520000,男性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,1
3679,520000,男性,102,C11,鼻咽,mortality,0,2,1
3680,520000,男性,103,C15,食管,mortality,0,3,1
3681,520000,男性,104,C16,胃,mortality,0,4,1
3682,520000,男性,105,C18-C21,结直肠肛门,mortality,0,5,1
3683,520000,男性,106,C22,肝脏,mortality,0,6,1
3684,520000,男性,107,C23-C24,胆囊及其他,mortality,0,7,1
3685,520000,男性,108,C25,胰腺,mortality,0,8,1
3686,520000,男性,109,"C10.1,C32",喉,mortality,0,9,1
3687,520000,男性,110,C33-C34,气管、支气管、肺,mortality,0,10,1
3688,520000,男性,111,C40-C41,骨,mortality,0,11,1
3689,520000,男性,116,C61,前列腺,mortality,0,16,1
3690,520000,男性,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0.14,17,1
3691,520000,男性,118,C67,膀胱,mortality,0,18,1
3692,520000,男性,119,C70-C72,脑及中枢神经系统,mortality,0.85,19,1
3693,520000,男性,120,C73,甲状腺,mortality,0,20,1
3694,520000,男性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0,21,1
3695,520000,男性,122,C91-C95,白血病,mortality,0.99,22,1
3696,520000,女性,62,ALL,合计,mortality,2.62,0,1
3697,520000,女性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,1
3698,520000,女性,102,C11,鼻咽,mortality,0,2,1
3699,520000,女性,103,C15,食管,mortality,0,3,1
3700,520000,女性,104,C16,胃,mortality,0,4,1
3701,520000,女性,105,C18-C21,结直肠肛门,mortality,0,5,1
3702,520000,女性,106,C22,肝脏,mortality,0,6,1
3703,520000,女性,107,C23-C24,胆囊及其他,mortality,0,7,1
3704,520000,女性,108,C25,胰腺,mortality,0,8,1
3705,520000,女性,109,"C10.1,C32",喉,mortality,0,9,1
3706,520000,女性,110,C33-C34,气管、支气管、肺,mortality,0,10,1
3707,520000,女性,111,C40-C41,骨,mortality,0,11,1
3708,520000,女性,112,C50,乳房,mortality,0,12,1
3709,520000,女性,113,C53,子宫颈,mortality,0,13,1
3710,520000,女性,114,C54,子宫体,mortality,0,14,1
3711,520000,女性,115,C56,卵巢,mortality,0,15,1
3712,520000,女性,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0.16,17,1
3713,520000,女性,118,C67,膀胱,mortality,0,18,1
3714,520000,女性,119,C70-C72,脑及中枢神经系统,mortality,0.98,19,1
3715,520000,女性,120,C73,甲状腺,mortality,0,20,1
3716,520000,女性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0,21,1
3717,520000,女性,122,C91-C95,白血病,mortality,0.65,22,1
3718,500000,合计,62,ALL,合计,mortality,4.36,0,5
3719,500000,合计,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,5
3720,500000,合计,102,C11,鼻咽,mortality,0.04,2,5
3721,500000,合计,103,C15,食管,mortality,0,3,5
3722,500000,合计,104,C16,胃,mortality,0.04,4,5
3723,500000,合计,105,C18-C21,结直肠肛门,mortality,0,5,5
3724,500000,合计,106,C22,肝脏,mortality,0.09,6,5
3725,500000,合计,107,C23-C24,胆囊及其他,mortality,0,7,5
3726,500000,合计,108,C25,胰腺,mortality,0.04,8,5
3727,500000,合计,109,"C10.1,C32",喉,mortality,0,9,5
3728,500000,合计,110,C33-C34,气管、支气管、肺,mortality,0,10,5
3729,500000,合计,111,C40-C41,骨,mortality,0.18,11,5
3730,500000,合计,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0.13,17,5
3731,500000,合计,118,C67,膀胱,mortality,0,18,5
3732,500000,合计,119,C70-C72,脑及中枢神经系统,mortality,1.17,19,5
3733,500000,合计,120,C73,甲状腺,mortality,0,20,5
3734,500000,合计,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0.22,21,5
3735,500000,合计,122,C91-C95,白血病,mortality,1.44,22,5
3736,500000,男性,62,ALL,合计,mortality,4.38,0,5
3737,500000,男性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,5
3738,500000,男性,102,C11,鼻咽,mortality,0.08,2,5
3739,500000,男性,103,C15,食管,mortality,0,3,5
3740,500000,男性,104,C16,胃,mortality,0,4,5
3741,500000,男性,105,C18-C21,结直肠肛门,mortality,0,5,5
3742,500000,男性,106,C22,肝脏,mortality,0.08,6,5
3743,500000,男性,107,C23-C24,胆囊及其他,mortality,0,7,5
3744,500000,男性,108,C25,胰腺,mortality,0,8,5
3745,500000,男性,109,"C10.1,C32",喉,mortality,0,9,5
3746,500000,男性,110,C33-C34,气管、支气管、肺,mortality,0,10,5
3747,500000,男性,111,C40-C41,骨,mortality,0.17,11,5
3748,500000,男性,116,C61,前列腺,mortality,0,16,5
3749,500000,男性,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0.08,17,5
3750,500000,男性,118,C67,膀胱,mortality,0,18,5
3751,500000,男性,119,C70-C72,脑及中枢神经系统,mortality,1.35,19,5
3752,500000,男性,120,C73,甲状腺,mortality,0,20,5
3753,500000,男性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0.25,21,5
3754,500000,男性,122,C91-C95,白血病,mortality,1.6,22,5
3755,500000,女性,62,ALL,合计,mortality,4.33,0,5
3756,500000,女性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,5
3757,500000,女性,102,C11,鼻咽,mortality,0,2,5
3758,500000,女性,103,C15,食管,mortality,0,3,5
3759,500000,女性,104,C16,胃,mortality,0.1,4,5
3760,500000,女性,105,C18-C21,结直肠肛门,mortality,0,5,5
3761,500000,女性,106,C22,肝脏,mortality,0.1,6,5
3762,500000,女性,107,C23-C24,胆囊及其他,mortality,0,7,5
3763,500000,女性,108,C25,胰腺,mortality,0.1,8,5
3764,500000,女性,109,"C10.1,C32",喉,mortality,0,9,5
3765,500000,女性,110,C33-C34,气管、支气管、肺,mortality,0,10,5
3766,500000,女性,111,C40-C41,骨,mortality,0.19,11,5
3767,500000,女性,112,C50,乳房,mortality,0,12,5
3768,500000,女性,113,C53,子宫颈,mortality,0,13,5
3769,500000,女性,114,C54,子宫体,mortality,0,14,5
3770,500000,女性,115,C56,卵巢,mortality,0,15,5
3771,500000,女性,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0.19,17,5
3772,500000,女性,118,C67,膀胱,mortality,0,18,5
3773,500000,女性,119,C70-C72,脑及中枢神经系统,mortality,0.96,19,5
3774,500000,女性,120,C73,甲状腺,mortality,0,20,5
3775,500000,女性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0.19,21,5
3776,500000,女性,122,C91-C95,白血病,mortality,1.25,22,5
3777,510000,合计,62,ALL,合计,mortality,3.08,0,5
3778,510000,合计,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,5
3779,510000,合计,102,C11,鼻咽,mortality,0,2,5
3780,510000,合计,103,C15,食管,mortality,0,3,5
3781,510000,合计,104,C16,胃,mortality,0,4,5
3782,510000,合计,105,C18-C21,结直肠肛门,mortality,0,5,5
3783,510000,合计,106,C22,肝脏,mortality,0.18,6,5
3784,510000,合计,107,C23-C24,胆囊及其他,mortality,0,7,5
3785,510000,合计,108,C25,胰腺,mortality,0,8,5
3786,510000,合计,109,"C10.1,C32",喉,mortality,0,9,5
3787,510000,合计,110,C33-C34,气管、支气管、肺,mortality,0,10,5
3788,510000,合计,111,C40-C41,骨,mortality,0,11,5
3789,510000,合计,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0.18,17,5
3790,510000,合计,118,C67,膀胱,mortality,0,18,5
3791,510000,合计,119,C70-C72,脑及中枢神经系统,mortality,0.91,19,5
3792,510000,合计,120,C73,甲状腺,mortality,0,20,5
3793,510000,合计,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0.36,21,5
3794,510000,合计,122,C91-C95,白血病,mortality,0.91,22,5
3795,510000,男性,62,ALL,合计,mortality,4.1,0,5
3796,510000,男性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,5
3797,510000,男性,102,C11,鼻咽,mortality,0,2,5
3798,510000,男性,103,C15,食管,mortality,0,3,5
3799,510000,男性,104,C16,胃,mortality,0,4,5
3800,510000,男性,105,C18-C21,结直肠肛门,mortality,0,5,5
3801,510000,男性,106,C22,肝脏,mortality,0.34,6,5
3802,510000,男性,107,C23-C24,胆囊及其他,mortality,0,7,5
3803,510000,男性,108,C25,胰腺,mortality,0,8,5
3804,510000,男性,109,"C10.1,C32",喉,mortality,0,9,5
3805,510000,男性,110,C33-C34,气管、支气管、肺,mortality,0,10,5
3806,510000,男性,111,C40-C41,骨,mortality,0,11,5
3807,510000,男性,116,C61,前列腺,mortality,0,16,5
3808,510000,男性,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0.34,17,5
3809,510000,男性,118,C67,膀胱,mortality,0,18,5
3810,510000,男性,119,C70-C72,脑及中枢神经系统,mortality,1.02,19,5
3811,510000,男性,120,C73,甲状腺,mortality,0,20,5
3812,510000,男性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0.68,21,5
3813,510000,男性,122,C91-C95,白血病,mortality,1.37,22,5
3814,510000,女性,62,ALL,合计,mortality,1.93,0,5
3815,510000,女性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,5
3816,510000,女性,102,C11,鼻咽,mortality,0,2,5
3817,510000,女性,103,C15,食管,mortality,0,3,5
3818,510000,女性,104,C16,胃,mortality,0,4,5
3819,510000,女性,105,C18-C21,结直肠肛门,mortality,0,5,5
3820,510000,女性,106,C22,肝脏,mortality,0,6,5
3821,510000,女性,107,C23-C24,胆囊及其他,mortality,0,7,5
3822,510000,女性,108,C25,胰腺,mortality,0,8,5
3823,510000,女性,109,"C10.1,C32",喉,mortality,0,9,5
3824,510000,女性,110,C33-C34,气管、支气管、肺,mortality,0,10,5
3825,510000,女性,111,C40-C41,骨,mortality,0,11,5
3826,510000,女性,112,C50,乳房,mortality,0,12,5
3827,510000,女性,113,C53,子宫颈,mortality,0,13,5
3828,510000,女性,114,C54,子宫体,mortality,0,14,5
3829,510000,女性,115,C56,卵巢,mortality,0,15,5
3830,510000,女性,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0,17,5
3831,510000,女性,118,C67,膀胱,mortality,0,18,5
3832,510000,女性,119,C70-C72,脑及中枢神经系统,mortality,0.77,19,5
3833,510000,女性,120,C73,甲状腺,mortality,0,20,5
3834,510000,女性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0,21,5
3835,510000,女性,122,C91-C95,白血病,mortality,0.39,22,5
3836,520000,合计,62,ALL,合计,mortality,4.78,0,5
3837,520000,合计,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,5
3838,520000,合计,102,C11,鼻咽,mortality,0.06,2,5
3839,520000,合计,103,C15,食管,mortality,0,3,5
3840,520000,合计,104,C16,胃,mortality,0.06,4,5
3841,520000,合计,105,C18-C21,结直肠肛门,mortality,0,5,5
3842,520000,合计,106,C22,肝脏,mortality,0.06,6,5
3843,520000,合计,107,C23-C24,胆囊及其他,mortality,0,7,5
3844,520000,合计,108,C25,胰腺,mortality,0.06,8,5
3845,520000,合计,109,"C10.1,C32",喉,mortality,0,9,5
3846,520000,合计,110,C33-C34,气管、支气管、肺,mortality,0,10,5
3847,520000,合计,111,C40-C41,骨,mortality,0.24,11,5
3848,520000,合计,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0.12,17,5
3849,520000,合计,118,C67,膀胱,mortality,0,18,5
3850,520000,合计,119,C70-C72,脑及中枢神经系统,mortality,1.26,19,5
3851,520000,合计,120,C73,甲状腺,mortality,0,20,5
3852,520000,合计,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0.18,21,5
3853,520000,合计,122,C91-C95,白血病,mortality,1.61,22,5
3854,520000,男性,62,ALL,合计,mortality,4.48,0,5
3855,520000,男性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,5
3856,520000,男性,102,C11,鼻咽,mortality,0.11,2,5
3857,520000,男性,103,C15,食管,mortality,0,3,5
3858,520000,男性,104,C16,胃,mortality,0,4,5
3859,520000,男性,105,C18-C21,结直肠肛门,mortality,0,5,5
3860,520000,男性,106,C22,肝脏,mortality,0,6,5
3861,520000,男性,107,C23-C24,胆囊及其他,mortality,0,7,5
3862,520000,男性,108,C25,胰腺,mortality,0,8,5
3863,520000,男性,109,"C10.1,C32",喉,mortality,0,9,5
3864,520000,男性,110,C33-C34,气管、支气管、肺,mortality,0,10,5
3865,520000,男性,111,C40-C41,骨,mortality,0.22,11,5
3866,520000,男性,116,C61,前列腺,mortality,0,16,5
3867,520000,男性,117,"C64-C66,C68",肾及泌尿系统不明,mortality,0,17,5
3868,520000,男性,118,C67,膀胱,mortality,0,18,5
3869,520000,男性,119,C70-C72,脑及中枢神经系统,mortality,1.46,19,5
3870,520000,男性,120,C73,甲状腺,mortality,0,20,5
3871,520000,男性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,mortality,0.11,21,5
3872,520000,男性,122,C91-C95,白血病,mortality,1.68,22,5
3873,520000,女性,62,ALL,合计,mortality,5.13,0,5
3874,520000,女性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,mortality,0,1,5
3875,520000,女性,102,C11,鼻咽,mortality,0,2,5
3876,520000,女性,103,C15,食管,mortality,0,3,5
3877,520000,女性,104,C16,胃,mortality,0.13,4,5
3878,520000,女性,105,C18-C21,结直肠肛门,mortality,0,5,5
